title,category,text
NMAP in Android,/AndroJava/,"[('november', 1), ('30,', 1), ('2020', 1), ('nmap', 7), ('android', 5), ('androjava', 1), ('post,', 1), ('i’m', 1), ('going', 1), ('talk', 1), ('new', 4), ('library', 6), ('using', 3), ('nmap', 7), ('android', 5), ('project.', 1), ('i’ve', 1), ('released', 1), ('library', 6), ('github', 2), ('bintray.', 1), ('using', 3), ('library,', 2), ('use', 2), ('nmap', 7), ('non', 1), ('rooted', 1), ('android', 5), ('device.', 1), ('alternative', 1), ('similar', 1), ('project', 1), ('available', 3), ('google', 1), ('play', 1), ('network', 3), ('mapper.', 2), ('actually', 1), ('binary', 4), ('library', 6), ('based', 1), ('binary', 4), ('version', 2), ('published', 1), ('kost', 1), ('author', 1), ('network', 3), ('mapper.', 2), ('binary', 4), ('file', 1), ('nmap', 7), ('available', 3), ('kosts’s', 1), ('github', 2), ('repository.', 1), ('use', 2), ('three', 1), ('simple', 3), ('step', 1), ('using', 3), ('library', 6), ('project:', 2), ('add', 1), ('internet', 1), ('permission', 1), ('manifestadd', 1), ('nmapandroid', 1), ('dependency', 1), ('app', 1), ('level', 1), ('gradle', 1), ('file.write', 1), ('simple', 3), ('code!', 1), ('permission:', 1), ('<uses-permission', 1), ('android:name=""android.permission.internet""', 1), ('/>', 1), ('dependency:', 1), ('implementation', 1), (""'ir.mstajbakhsh:nmap-android:1.0.0'"", 1), ('simple', 3), ('code:', 1), ('nmaputilities', 1), ('n', 1), ('=', 3), ('new', 4), ('nmaputilities(context);', 1), ('n.startinstallation();', 1), ('final', 1), ('stringbuilder', 1), ('line_buffer', 1), ('=', 3), ('new', 4), ('stringbuilder();', 1), ('outputstream', 1), ('ops', 1), ('=', 3), ('new', 4), ('outputstream()', 1), ('{', 6), ('@override', 1), ('public', 1), ('void', 1), ('write(int', 1), ('b)', 1), ('{', 6), ('(b', 1), ('==', 1), (""'\\n')"", 1), ('{', 6), ('system.out.println(line_buffer.tostring());', 1), ('line_buffer.setlength(0);', 1), ('}', 5), ('else', 1), ('{', 6), ('line_buffer.append(character.tochars(b));', 1), ('}', 5), ('}', 5), ('};', 1), ('try', 1), ('{', 6), ('n.execcommand(ops,', 1), ('""-a"",', 1), ('""192.168.1.0/24"",', 1), ('""--system-dns"");', 1), ('}', 5), ('catch', 1), ('(exception', 1), ('e)', 1), ('{', 6), ('e.printstacktrace();', 1), ('}', 5), ('sample', 2), ('output', 2), ('project:', 2), ('nmap', 7), ('android', 5), ('sample', 2), ('output', 2), ('limitation', 1), ('due', 1), ('size', 1), ('limit,', 1), ('two', 1), ('binary', 4), ('version', 2), ('included', 1), ('inside', 1), ('library', 6), ('including:', 1), ('arm', 1), ('x86.', 1), ('additionally,', 1), ('flow', 1), ('chart', 1), ('automatic', 2), ('installation', 2), ('library', 6), ('depicted', 1), ('below:', 1), ('nmap', 7), ('android', 5), ('automatic', 2), ('installation', 2), ('process', 1), ('source', 2), ('code', 2), ('source', 2), ('code', 2), ('available', 3), ('personal', 1), ('repository', 1), ('github.', 1), ('https://github.com/mirsamantajbakhsh/nmapandroid', 1), ('donation', 1), ('forget', 1), ('buy', 1), ('cup', 1), ('coffee.', 1), ('bitcoin', 1), ('wallet', 1), ('address', 1), ('is:', 1), ('1f5uiemdcljx5kktwhe1wkc63fekjymmxs', 1), ('android,', 1), ('library,', 2), ('nmap', 7), ('mir', 2), ('saman', 2), (""i'm"", 2), ('currently', 1), ('phd.', 1), ('candidate', 1), ('urmia', 1), ('university.', 1), (""i'm"", 2), ('interested', 1), ('social', 1), ('network', 3), ('analysis,', 1), ('big', 1), ('data', 1), ('mining,', 1), ('nlp', 1), ('academical', 1), ('field', 1), ('well', 1), ('guitar,', 1), ('nature,', 1), ('android!', 1), ('view', 1), ('post', 2), ('mir', 2), ('saman', 2), ('previous', 1), ('post', 2)]"
TOR Android Library,/AndroJava/Anonymity Networks/,"[('november', 1), ('22,', 1), ('2020', 1), ('tor', 8), ('android', 7), ('library', 4), ('androjavaanonymity', 1), ('network', 2), ('previous', 2), ('post,', 2), ('i’ve', 2), ('talked', 1), ('compiling', 1), ('tor', 8), ('source', 1), ('android', 7), ('added', 2), ('helper', 1), ('library', 4), ('starting', 3), ('configuring', 1), ('tor.', 1), ('post,', 2), ('i’ve', 2), ('created', 1), ('library', 4), ('based', 1), ('tor', 8), ('binary', 1), ('(version', 1), ('0.4.4.0)', 1), ('published', 1), ('github,', 1), ('jfrog', 1), ('jitpack.', 1), ('process', 3), ('whole', 1), ('process', 3), ('simple.', 1), ('following', 1), ('picture', 1), ('depicts', 1), ('it.', 1), ('tor', 8), ('android', 7), ('process', 3), ('importing', 2), ('tor', 8), ('android', 7), ('android', 7), ('studio', 1), ('3', 1), ('way', 1), ('importing', 2), ('aar', 1), ('library', 4), ('android', 7), ('studio.', 1), ('download', 1), ('latest', 1), ('release', 1), ('tor', 8), ('android', 7), ('github', 1), ('page.import', 1), ('jcenter', 1), ('implementation', 2), (""'ir.mstajbakhsh:tor-android:1.0.0'"", 1), ('get', 1), ('jitpack', 1), ('allprojects', 1), ('{', 18), ('repository', 1), ('{', 18), ('maven', 1), ('{', 18), ('url', 1), (""'https://jitpack.io'"", 1), ('}', 13), ('}', 13), ('}', 13), ('dependency', 1), ('{', 18), ('implementation', 2), (""'com.github.mirsamantajbakhsh:torandroid:1.0.0'"", 1), ('}', 13), ('sample', 2), ('code', 2), ('sample', 2), ('code', 2), ('starting', 3), ('tor', 8), ('android,', 2), ('application', 1), ('one', 1), ('activity.', 1), ('needed', 1), ('permission', 1), ('internet', 1), ('added', 2), ('manifest.', 1), ('@override', 7), ('protected', 1), ('void', 7), ('oncreate(bundle', 1), ('savedinstancestate)', 1), ('{', 18), ('super.oncreate(savedinstancestate);', 1), ('setcontentview(r.layout.activity_main);', 1), ('asynctask.execute(new', 1), ('runnable()', 4), ('{', 18), ('@override', 7), ('public', 6), ('void', 7), ('run()', 4), ('{', 18), ('final', 1), ('torproxy', 1), ('tb', 1), ('=', 1), ('new', 1), ('torproxy.torbuilder(getapplicationcontext())', 1), ('.setsocksport(tor_transproxy_port_default)', 1), ('//9150', 1), ('example', 1), ('.setusebrideges(false)', 1), ('.setexternalhiddenserviceport(80)', 1), ('.setinternalhiddenserviceport(80)', 1), ('.setdebuggable(false)', 1), ('.build();', 1), ('tb.init();', 1), ('runonuithread(new', 3), ('runnable()', 4), ('{', 18), ('@override', 7), ('public', 6), ('void', 7), ('run()', 4), ('{', 18), ('toast.maketext(getapplicationcontext(),', 4), ('""initialized"",', 1), ('toast.length_long).show();', 4), ('}', 13), ('});', 5), ('try', 1), ('{', 18), ('tb.start(new', 1), ('iconnectiondone()', 1), ('{', 18), ('@override', 7), ('public', 6), ('void', 7), ('onsuccess()', 1), ('{', 18), ('log.d(""torandroid"",', 1), ('""tor', 2), ('started', 1), ('successfully."");', 1), ('runonuithread(new', 3), ('runnable()', 4), ('{', 18), ('@override', 7), ('public', 6), ('void', 7), ('run()', 4), ('{', 18), ('toast.maketext(getapplicationcontext(),', 4), ('""tor', 2), ('ok."",', 1), ('toast.length_long).show();', 4), ('toast.maketext(getapplicationcontext(),', 4), ('tb.getonionaddress(),', 1), ('toast.length_long).show();', 4), ('}', 13), ('});', 5), ('}', 13), ('@override', 7), ('public', 6), ('void', 7), ('onfailure(final', 1), ('exception', 1), ('ex)', 1), ('{', 18), ('log.e(""torandroid"",', 1), ('""error', 1), ('starting', 3), ('tor.\\r\\n""', 1), ('+', 2), ('ex.getmessage());', 1), ('runonuithread(new', 3), ('runnable()', 4), ('{', 18), ('@override', 7), ('public', 6), ('void', 7), ('run()', 4), ('{', 18), ('toast.maketext(getapplicationcontext(),', 4), ('""error\\r\\n""', 1), ('+', 2), ('ex.getmessage(),', 1), ('toast.length_long).show();', 4), ('}', 13), ('});', 5), ('}', 13), ('});', 5), ('}', 13), ('catch', 1), ('(ioexception', 1), ('e)', 1), ('{', 18), ('e.printstacktrace();', 1), ('}', 13), ('}', 13), ('});', 5), ('}', 13), ('result', 1), ('ok.', 1), ('see', 1), ('here:', 1), ('useful', 1), ('link', 1), ('https://github.com/mirsamantajbakhsh/torandroidhttps://bintray.com/mirsamantajbakhsh/android/torandroid', 1), ('android,', 2), ('library,', 1), ('tor', 8), ('mir', 2), ('saman', 2), (""i'm"", 2), ('currently', 1), ('phd.', 1), ('candidate', 1), ('urmia', 1), ('university.', 1), (""i'm"", 2), ('interested', 1), ('social', 1), ('network', 2), ('analysis,', 1), ('big', 1), ('data', 1), ('mining,', 1), ('nlp', 1), ('academical', 1), ('field', 1), ('well', 1), ('guitar,', 1), ('nature,', 1), ('android!', 1), ('view', 1), ('post', 3), ('mir', 2), ('saman', 2), ('previous', 2), ('post', 3), ('next', 1), ('post', 3)]"
Compiling TOR in Android,/Anonymity Networks/,"[('september', 1), ('24,', 1), ('2020', 1), ('compiling', 2), ('tor', 11), ('android', 5), ('anonymity', 1), ('network', 2), ('post,', 1), ('want', 1), ('talk', 1), ('compiling', 2), ('using', 1), ('tor', 11), ('android', 5), ('projects.', 1), ('main', 1), ('source', 5), ('relies', 1), ('guardian', 1), ('repository.', 1), ('getting', 4), ('tor', 11), ('binary', 3), ('indicated', 1), ('tor-android', 3), ('repository,', 1), ('adding', 1), ('maven', 3), ('url', 2), ('gradle', 1), ('config', 1), ('project,', 1), ('able', 1), ('use', 2), ('tor’s', 1), ('latest', 1), ('build', 3), ('android.', 1), ('however,', 2), ('couldn’t', 1), ('add', 1), ('link.', 1), ('tor', 11), ('android', 5), ('maven', 3), ('url', 2), ('get', 2), ('click', 1), ('link:', 2), ('error', 1), ('maven', 3), ('urlkof', 1), ('tor', 11), ('android', 5), ('binary', 3), ('therefore', 1), ('decided', 1), ('download', 2), ('complete', 1), ('source', 5), ('code', 3), ('compile', 2), ('scratch.', 1), ('getting', 4), ('tor', 11), ('easy', 1), ('method', 1), ('getting', 4), ('source', 5), ('code', 3), ('is:', 1), ('git', 3), ('clone', 1), ('https://github.com/guardianproject/tor-android.git', 1), ('getting', 4), ('code,', 2), ('need', 1), ('download', 2), ('submodules', 2), ('located', 1), ('external', 1), ('subfolder.', 1), ('tor', 11), ('android’s', 1), ('submodules', 2), ('git', 3), ('submodule', 2), ('update', 2), ('--init', 2), ('#', 2), ('nested', 1), ('submodules:', 1), ('git', 3), ('submodule', 2), ('update', 2), ('--init', 2), ('--recursive', 1), ('#', 2), ('https://www.vogella.com/tutorials/gitsubmodules/article.html#:~:text=2.3.-,pulling%20with%20submodules,in%20the%20git%20pull%20command%20.', 1), ('everything', 1), ('ok.', 1), ('use', 2), ('./gradlew', 1), ('build', 3), ('build', 3), ('source', 5), ('code.', 1), ('however,', 2), ('compile', 2), ('binary', 3), ('first.', 1), ('watch', 1), ('youtube', 2), ('video', 2), ('details.', 1), ('contribution', 2), ('added', 1), ('code', 3), ('make', 1), ('installing', 2), ('starting', 2), ('tor', 11), ('easier.', 1), ('functionality', 1), ('similar', 1), ('tor', 11), ('onion', 1), ('project.', 1), ('see', 1), ('repository', 1), ('following', 1), ('link:', 2), ('https://github.com/mirsamantajbakhsh/tor-android/tree/hs_connect', 1), ('screenshot', 1), ('commits', 1), ('tor-android', 3), ('project', 1), ('branch', 1), ('named', 1), ('hs_connect.', 1), ('contribution', 2), ('tor-android', 3), ('installing', 2), ('starting', 2), ('tor', 11), ('android', 5), ('video', 2), ('whole', 1), ('process', 1), ('recorded', 1), ('uploaded', 1), ('youtube', 2), ('channel.', 1), ('join', 1), ('channel', 1), ('get', 2), ('videos!', 1), ('android,', 1), ('compile,', 1), ('scratch,', 1), ('source', 5), ('code,', 2), ('tor', 11), ('mir', 2), ('saman', 2), (""i'm"", 2), ('currently', 1), ('phd.', 1), ('candidate', 1), ('urmia', 1), ('university.', 1), (""i'm"", 2), ('interested', 1), ('social', 1), ('network', 2), ('analysis,', 1), ('big', 1), ('data', 1), ('mining,', 1), ('nlp', 1), ('academical', 1), ('field', 1), ('well', 1), ('guitar,', 1), ('nature,', 1), ('android!', 1), ('view', 1), ('post', 3), ('mir', 2), ('saman', 2), ('previous', 1), ('post', 3), ('next', 1), ('post', 3)]"
Onion Balance v2: Beautiful Load Balancer in TOR,/Anonymity Networks/Cryptography/Tutorial/,"[('april', 1), ('27,', 1), ('2020', 1), ('onion', 8), ('balance', 6), ('v2:', 1), ('beautiful', 1), ('load', 10), ('balancer', 3), ('tor', 5), ('anonymity', 1), ('networkscryptographytutorial', 1), ('post,', 1), ('talk', 1), ('little', 1), ('onionbalance,', 2), ('load', 10), ('balancer', 3), ('tor', 5), ('network.', 1), ('enables', 1), ('adding', 1), ('multiple', 5), ('hidden', 10), ('service', 10), ('accessed', 1), ('one', 4), ('onion', 8), ('address.', 2), ('(the', 1), ('picture', 1), ('life', 1), ('hacker)', 1), ('small', 1), ('description', 1), ('want', 1), ('know', 1), ('tor', 5), ('network', 2), ('hidden', 10), ('services,', 1), ('check', 1), ('previous', 2), ('post', 4), ('anonimity', 1), ('category.', 1), ('idea', 3), ('load', 10), ('balancing', 4), ('serving', 1), ('service', 10), ('(such', 2), ('web', 4), ('service)', 2), ('using', 2), ('multiple', 5), ('instance', 1), ('(web', 1), ('servers).', 1), ('load', 10), ('balancing', 4), ('help', 1), ('user', 1), ('wait', 1), ('le', 2), ('(for', 1), ('loading', 1), ('web', 4), ('page)', 1), ('le', 2), ('traffic', 1), ('load', 10), ('server.', 2), ('general', 1), ('idea', 3), ('web', 4), ('load', 10), ('balancer:', 1), ('simple', 1), ('web', 4), ('server', 2), ('load', 10), ('balancer', 3), ('normal', 1), ('load', 10), ('balancing', 4), ('schema,', 1), ('dns', 2), ('server', 2), ('resolve', 1), ('domain', 1), ('name', 1), ('multiple', 5), ('ip', 2), ('using', 2), ('load', 10), ('balancing', 4), ('algorithm', 1), ('(such', 2), ('round', 1), ('robin),', 1), ('tor', 5), ('network,', 1), ('dns', 2), ('server.', 2), ('hidden', 10), ('service', 10), ('served', 1), ('hsd', 2), ('(hidden', 1), ('service', 10), ('directories).', 1), ('get', 1), ('information', 1), ('link.', 1), ('final', 1), ('step', 1), ('hidden', 10), ('service', 10), ('connection', 1), ('establishment', 1), ('therefore,', 1), ('bob', 4), ('(who', 1), ('owns', 1), ('hidden', 10), ('service)', 2), ('register', 1), ('introduction', 3), ('point', 2), ('hsd', 2), ('(or', 1), ('db', 1), ('picture).', 1), ('bob', 4), ('run', 2), ('hidden', 10), ('service', 10), ('one', 4), ('address.', 2), ('bob', 4), ('hidden', 10), ('service', 10), ('(same', 1), ('instance)?', 1), ('onion', 8), ('balance', 6), ('bob', 4), ('run', 2), ('multiple', 5), ('hidden', 10), ('service', 10), ('ask', 1), ('hdss', 1), ('change', 1), ('introduction', 3), ('point', 2), ('multiple', 5), ('hidden', 10), ('service', 10), ('one', 4), ('introduction', 3), ('point,', 1), ('one', 4), ('address', 1), ('transferred', 1), ('ip', 2), ('1st', 1), ('hidden', 10), ('service', 10), ('2nd', 1), ('3rd,', 1), ('etc.', 1), ('onion', 8), ('balance', 6), ('(and', 1), ('similar', 1), ('tools)', 1), ('works.', 1), ('idea', 3), ('\u200cbehind', 1), ('onion', 8), ('balance', 6), ('running', 2), ('onion', 8), ('balance', 6), ('made', 1), ('video', 2), ('tutorial', 2), ('running', 2), ('onion', 8), ('balance.', 1), ('question,', 1), ('feel', 1), ('free', 1), ('ask.', 1), ('onion', 8), ('balance', 6), ('video', 2), ('tutorial', 2), ('anonymity,', 1), ('load', 10), ('balancer,', 1), ('onionbalance,', 2), ('tor', 5), ('mir', 2), ('saman', 2), (""i'm"", 2), ('currently', 1), ('phd.', 1), ('candidate', 1), ('urmia', 1), ('university.', 1), (""i'm"", 2), ('interested', 1), ('social', 1), ('network', 2), ('analysis,', 1), ('big', 1), ('data', 1), ('mining,', 1), ('nlp', 1), ('academical', 1), ('field', 1), ('well', 1), ('guitar,', 1), ('nature,', 1), ('android!', 1), ('view', 1), ('post', 4), ('mir', 2), ('saman', 2), ('previous', 2), ('post', 4), ('next', 1), ('post', 4)]"
Creating Hidden Mail Service,/Anonymity Networks/Tutorial/,"[('august', 1), ('6,', 1), ('2019', 1), ('creating', 4), ('hidden', 8), ('mail', 7), ('service', 5), ('anonymity', 1), ('networkstutorial', 1), ('previously,', 1), ('i’ve', 3), ('described', 1), ('run', 1), ('hidden', 8), ('mail', 7), ('service', 5), ('tor', 4), ('connect', 1), ('using', 1), ('thunderbird.', 1), ('post,', 1), ('i’ve', 3), ('create', 1), ('video', 3), ('demo', 1), ('i’ve', 3), ('told', 1), ('posts.', 1), ('scenario', 2), ('creating', 4), ('hidden', 8), ('mail', 7), ('service', 5), ('scenario', 2), ('made', 1), ('mail', 7), ('server', 1), ('(hmailserver)', 1), ('located', 1), ('behind', 1), ('tor', 4), ('hidden', 8), ('service', 5), ('access', 3), ('internet.', 1), ('mean', 2), ('access', 3), ('internet,', 1), ('mean', 2), ('hmailserver’s', 1), ('access', 3), ('internet', 1), ('blocked', 1), ('firewall', 1), ('cannot', 1), ('send', 1), ('email', 2), ('servers.', 1), ('used', 1), ('ensure', 1), ('local', 1), ('delivery', 1), ('emails.', 1), ('additionally', 1), ('two', 1), ('users:', 1), ('alice', 1), ('bob', 1), ('fake', 1), ('domain', 1), ('hidden.one', 1), ('communicate', 1), ('hidden', 8), ('mail', 7), ('server.', 1), ('video', 3), ('creating', 4), ('hidden', 8), ('mail', 7), ('find', 1), ('video', 3), ('youtube', 2), ('channel.', 1), ('mr', 1), ('tajbakhsh', 1), ('youtube', 2), ('channel', 1), ('creating', 4), ('configuring', 1), ('hidden', 8), ('mail', 7), ('service', 5), ('tor', 4), ('email', 2), ('server,', 1), ('hidden', 8), ('service,', 1), ('hmailserver,', 1), ('tor', 4), ('mir', 2), ('saman', 2), (""i'm"", 2), ('currently', 1), ('phd.', 1), ('candidate', 1), ('urmia', 1), ('university.', 1), (""i'm"", 2), ('interested', 1), ('social', 1), ('network', 1), ('analysis,', 1), ('big', 1), ('data', 1), ('mining,', 1), ('nlp', 1), ('academical', 1), ('field', 1), ('well', 1), ('guitar,', 1), ('nature,', 1), ('android!', 1), ('view', 1), ('post', 3), ('mir', 2), ('saman', 2), ('previous', 1), ('post', 3), ('next', 1), ('post', 3)]"
Broadcast Yourself Through Android,/AndroJava/Media/Tutorial/,"[('july', 1), ('8,', 1), ('2019', 1), ('broadcast', 3), ('android', 9), ('androjavamediatutorial', 1), ('previously', 1), ('created', 3), ('“hiddenlivecamera”', 1), ('library', 11), ('android.', 2), ('github,', 1), ('i’ve', 7), ('received', 1), ('issue', 1), ('geminird', 2), ('indicating', 1), ('phone', 1), ('responded.', 1), ('described', 1), ('reason', 1), ('geminird', 2), ('asked', 1), ('live', 6), ('audio', 6), ('stream.', 1), ('another', 1), ('post,', 2), ('i’ve', 7), ('wrote', 1), ('broadcasting', 2), ('medium', 1), ('file', 1), ('(such', 1), ('mp3)', 1), ('using', 6), ('mixxx', 1), ('icecast.', 1), ('post,', 2), ('i’ve', 7), ('write', 1), ('library', 11), ('use', 2), ('android', 9), ('project', 2), ('order', 1), ('publish', 1), ('stream', 4), ('android.', 2), ('code', 3), ('library', 11), ('grabbed', 1), ('coolmic.', 1), ('live', 6), ('audio', 6), ('android', 9), ('library', 11), ('i’ve', 7), ('created', 3), ('library', 11), ('coolmic', 1), ('code,', 1), ('listed', 1), ('icecast', 4), ('client', 2), ('library.', 1), ('code', 3), ('found', 1), ('github', 2), ('live', 6), ('audio', 6), ('repository.', 2), ('addition', 1), ('i’ve', 7), ('published', 2), ('aar', 1), ('library', 11), ('included', 1), ('android', 9), ('applications.', 1), ('making', 1), ('life', 1), ('easier', 1), ('…', 1), ('using', 6), ('library', 11), ('needed', 1), ('configure', 1), ('stream', 4), ('server', 2), ('(here,', 1), ('icecast)', 1), ('android', 9), ('client', 2), ('(using', 1), ('liveaudio', 3), ('android', 9), ('library', 11), (').', 1), ('library', 11), ('code', 3), ('accessible', 1), ('github', 2), ('repository.', 2), ('icecast', 4), ('side', 2), ('that,', 1), ('config', 5), ('icecast', 4), ('(or', 1), ('audio', 6), ('stream', 4), ('server', 2), ('choice).', 1), ('using', 6), ('post', 4), ('broadcasting', 2), ('yourself,', 1), ('start', 3), ('configuration.', 1), ('tutorial,', 1), ('i’ve', 7), ('used', 1), ('following', 1), ('stream', 4), ('source', 1), ('config', 5), ('icecast:', 1), ('<mount', 1), ('type=""normal"">', 1), ('<mount-name>/harleyquinn</mount-name>', 1), ('<username>joker</username>', 1), ('<password>hackme</password>', 1), ('<max-listeners>2</max-listeners>', 1), ('<max-listener-duration>360000</max-listener-duration>', 1), ('<dump-file>/tmp/harley.ogg</dump-file>', 1), ('<charset>iso8859-1</charset>', 1), ('<public>1</public>', 1), ('<stream-name>harley', 1), ('quinn', 1), ('radio</stream-name>', 1), ('<stream-description>listen', 1), ('live', 6), ('audio', 6), ('gotham!', 1), ('joker!</stream-description>', 1), ('<genre>heavy</genre>', 1), ('<bitrate>64</bitrate>', 1), ('<type>application/ogg</type>', 1), ('<subtype>vorbis</subtype>', 1), ('<hidden>1</hidden>', 1), ('<burst-size>65536</burst-size>', 1), ('<mp3-metadata-interval>4096</mp3-metadata-interval>', 1), ('<on-connect>/home/icecast/bin/source-start</on-connect>', 1), ('<on-disconnect>/home/icecast/bin/source-end</on-disconnect>', 1), ('</mount>', 1), ('start', 3), ('icecast', 4), ('using', 6), ('setting', 1), ('similar', 1), ('above.', 1), ('android', 9), ('side', 2), ('library', 11), ('published', 2), ('jcenter,', 1), ('use', 2), ('android', 9), ('project', 2), ('(i', 1), ('assume', 1), ('you’re', 1), ('using', 6), ('gradle)', 1), ('like:', 2), ('implementation', 1), (""'ir.mstajbakhsh.android:liveaudio:1.0.0'"", 1), ('adding', 1), ('library,', 2), ('one', 1), ('set', 1), ('config', 5), ('object', 2), ('icecase', 1), ('configuration,', 1), ('like:', 2), ('config', 5), ('c', 1), ('=', 2), ('new', 2), ('config();', 1), ('c.host(""192.168.43.194"");', 1), ('c.port(8000);', 1), ('c.username(""joker"");', 1), ('c.password(""hackme"");', 1), ('c.mount(""/harleyquinn"");', 1), ('c.samplerate(16000);', 1), ('pas', 1), ('config', 5), ('object', 2), ('liveaudio', 3), ('object:', 1), ('liveaudio', 3), ('l', 1), ('=', 2), ('new', 2), ('liveaudio(c);try', 1), ('{', 2), ('l.start();}', 1), ('catch', 1), ('(exception', 1), ('e)', 1), ('{', 2), ('e.printstacktrace();}', 1), ('everything', 1), ('ok.', 1), ('start', 3), ('application', 1), ('broadcast', 3), ('yourself!', 1), ('video', 2), ('broadcast', 3), ('android', 9), ('i’ve', 7), ('created', 3), ('demo', 1), ('video', 2), ('using', 6), ('liveaudio:', 1), ('live', 6), ('audio', 6), ('library', 11), ('action', 1), ('android,', 1), ('broadcast,', 1), ('library,', 2), ('live', 6), ('mir', 2), ('saman', 2), (""i'm"", 2), ('currently', 1), ('phd.', 1), ('candidate', 1), ('urmia', 1), ('university.', 1), (""i'm"", 2), ('interested', 1), ('social', 1), ('network', 1), ('analysis,', 1), ('big', 1), ('data', 1), ('mining,', 1), ('nlp', 1), ('academical', 1), ('field', 1), ('well', 1), ('guitar,', 1), ('nature,', 1), ('android!', 1), ('view', 1), ('post', 4), ('mir', 2), ('saman', 2), ('previous', 1), ('post', 4), ('next', 1), ('post', 4)]"
Making Home More Smarter,/IoT/Personal/,"[('july', 1), ('2,', 1), ('2019', 1), ('making', 1), ('home', 11), ('smarter', 1), ('iotpersonal', 1), ('i’ve', 6), ('previously', 1), ('installed', 1), ('home', 11), ('assistant', 8), ('(ha)', 2), ('home', 11), ('attached', 2), ('temperature', 2), ('humidity', 2), ('sensor', 4), ('it.', 1), ('i’ve', 6), ('tweeted', 1), ('home', 11), ('assistant', 8), ('time', 1), ('ago.', 1), ('added', 4), ('features.', 1), ('customizing', 1), ('ui', 1), ('growth', 1), ('sensor', 4), ('smart', 4), ('element', 1), ('home,', 3), ('i’ve', 6), ('customized', 1), ('ha', 4), ('interface', 1), ('split', 1), ('sensor', 4), ('following', 1), ('categories:', 1), ('weathercctvmedianews', 1), ('weather', 5), ('two', 1), ('weather', 5), ('source', 2), ('current', 1), ('smart', 4), ('home.', 1), ('one', 1), ('source', 2), ('darksky', 1), ('sensor,', 2), ('old', 1), ('temperature', 2), ('humidity', 2), ('sensor', 4), ('show', 1), ('weather', 5), ('condition', 1), ('inside', 1), ('home!', 1), ('home', 11), ('assistant', 8), ('–', 4), ('weather', 5), ('cctv', 3), ('i’ve', 6), ('added', 4), ('cctv', 3), ('cam', 1), ('attached', 2), ('ha.', 2), ('finding', 1), ('preview', 1), ('link', 1), ('bit', 1), ('annoying,', 1), ('finally', 1), ('added.', 1), ('home', 11), ('assistant', 8), ('–', 4), ('cctv', 3), ('medium', 3), ('device', 1), ('previous', 2), ('configuration', 1), ('chrome', 1), ('cast', 1), ('samsung', 1), ('tv', 1), ('added', 4), ('section.', 1), ('home', 11), ('assistant', 8), ('–', 4), ('medium', 3), ('manager', 1), ('news', 3), ('i’ve', 6), ('used', 1), ('instruction', 1), ('home', 11), ('assistant', 8), ('feed', 4), ('parser,', 1), ('needed', 1), ('improvement', 1), ('(support', 1), ('rtl', 1), ('language', 1), ('display', 1), ('improvements)', 1), ('changed.', 1), ('r', 2), ('feed', 4), ('news', 3), ('added', 4), ('ha.', 2), ('home', 11), ('assistant', 8), ('–', 4), ('news', 3), ('feed', 4), ('what’s', 1), ('next', 2), ('home', 11), ('assistant', 8), ('(ha)', 2), ('currently', 2), ('i’m', 1), ('working', 1), ('adding', 1), ('image', 1), ('r', 2), ('feed', 4), ('free', 1), ('time.', 1), ('like', 1), ('create', 1), ('smart', 4), ('mirror', 1), ('attach', 2), ('ha', 4), ('attach', 2), ('sensors!', 1), ('let’s', 1), ('hope', 1), ('go', 1), ('well!', 1), ('demo', 1), ('ha', 4), ('i’ve', 6), ('uploaded', 1), ('video', 1), ('captured', 1), ('ha', 4), ('youtube:', 1), ('cctv,', 1), ('home', 11), ('assistant,', 1), ('medium', 3), ('home,', 3), ('rss,', 1), ('sensor,', 2), ('smart', 4), ('home,', 3), ('weather', 5), ('mir', 2), ('saman', 2), (""i'm"", 2), ('currently', 2), ('phd.', 1), ('candidate', 1), ('urmia', 1), ('university.', 1), (""i'm"", 2), ('interested', 1), ('social', 1), ('network', 1), ('analysis,', 1), ('big', 1), ('data', 1), ('mining,', 1), ('nlp', 1), ('academical', 1), ('field', 1), ('well', 1), ('guitar,', 1), ('nature,', 1), ('android!', 1), ('view', 1), ('post', 3), ('mir', 2), ('saman', 2), ('previous', 2), ('post', 3), ('next', 2), ('post', 3)]"
